,bikenum,sum,week,count
498,W21907,35619,2017-07-17 00:00:00-04:00,7
499,W21907,46927,2017-07-24 00:00:00-04:00,7
500,W21907,29390,2017-07-31 00:00:00-04:00,6
501,W21907,69180,2017-08-07 00:00:00-04:00,6
502,W21907,64256,2017-08-14 00:00:00-04:00,7
503,W21907,25111,2017-08-21 00:00:00-04:00,4
504,W21907,24193,2017-08-28 00:00:00-04:00,5
505,W21907,13693,2017-09-04 00:00:00-04:00,5
506,W21907,5264,2017-09-11 00:00:00-04:00,1
507,W21907,18187,2017-09-18 00:00:00-04:00,4
508,W21907,24553,2017-09-25 00:00:00-04:00,6
509,W21907,3973,2017-10-02 00:00:00-04:00,4
510,W21907,17559,2017-10-09 00:00:00-04:00,7
511,W21907,51579,2017-10-16 00:00:00-04:00,7
512,W21907,36582,2017-10-23 00:00:00-04:00,6
513,W21907,44338,2017-10-30 00:00:00-04:00,6
514,W21907,13490,2017-11-06 00:00:00-05:00,5
515,W21907,18585,2017-11-13 00:00:00-05:00,7
516,W21907,37866,2017-11-20 00:00:00-05:00,6
517,W21907,32835,2017-11-27 00:00:00-05:00,5
518,W21907,11106,2017-12-04 00:00:00-05:00,4
519,W21907,650,2017-12-11 00:00:00-05:00,1
520,W21907,19214,2017-12-18 00:00:00-05:00,6
521,W21907,5495,2017-12-25 00:00:00-05:00,3
522,W21907,9742,2018-01-01 00:00:00-05:00,6
523,W21907,9426,2018-01-08 00:00:00-05:00,5
524,W21907,2628,2018-01-15 00:00:00-05:00,2
525,W21907,1419,2018-01-22 00:00:00-05:00,2
526,W21907,1502,2018-01-29 00:00:00-05:00,3
527,W21907,13575,2018-02-05 00:00:00-05:00,6
528,W21907,24125,2018-02-12 00:00:00-05:00,6
529,W21907,11435,2018-02-19 00:00:00-05:00,2
530,W21907,97993,2018-02-26 00:00:00-05:00,5
531,W21907,31327,2018-03-05 00:00:00-05:00,7
532,W21907,17819,2018-03-12 00:00:00-04:00,7
533,W21907,45238,2018-03-19 00:00:00-04:00,7
534,W21907,15579,2018-03-26 00:00:00-04:00,7
535,W21907,56266,2018-04-02 00:00:00-04:00,6
536,W21907,25267,2018-04-09 00:00:00-04:00,7
537,W21907,34752,2018-04-23 00:00:00-04:00,6
538,W21907,68988,2018-04-30 00:00:00-04:00,7
539,W21907,42913,2018-05-07 00:00:00-04:00,7
540,W21907,28098,2018-05-14 00:00:00-04:00,7
541,W21907,31043,2018-05-21 00:00:00-04:00,5
542,W21907,529,2018-05-28 00:00:00-04:00,1
543,W21907,56738,2018-06-04 00:00:00-04:00,7
544,W21907,39762,2018-06-11 00:00:00-04:00,7
545,W21907,50584,2018-06-18 00:00:00-04:00,6
546,W21907,30290,2018-06-25 00:00:00-04:00,6
547,W21907,45824,2018-07-02 00:00:00-04:00,7
548,W21907,20017,2018-07-09 00:00:00-04:00,4
549,W21907,28524,2018-07-16 00:00:00-04:00,6
550,W21907,53632,2018-07-23 00:00:00-04:00,7
551,W21907,53723,2018-07-30 00:00:00-04:00,6
552,W21907,47419,2018-08-06 00:00:00-04:00,5
553,W21907,104363,2018-08-13 00:00:00-04:00,6
554,W21907,57594,2018-08-20 00:00:00-04:00,7
555,W21907,38898,2018-08-27 00:00:00-04:00,6
556,W21907,36337,2018-09-03 00:00:00-04:00,7
557,W21907,41065,2018-09-10 00:00:00-04:00,7
558,W21907,16137,2018-09-17 00:00:00-04:00,3
559,W21907,37116,2018-09-24 00:00:00-04:00,3
560,W21968,43361,2015-12-28 00:00:00-05:00,3
561,W21968,12719,2016-01-04 00:00:00-05:00,6
562,W21968,12784,2016-01-11 00:00:00-05:00,7
563,W21968,8331,2016-01-18 00:00:00-05:00,4
564,W21968,15659,2016-02-01 00:00:00-05:00,7
565,W21968,1231,2016-02-08 00:00:00-05:00,2
566,W21968,15334,2016-02-15 00:00:00-05:00,5
567,W21968,11747,2016-02-22 00:00:00-05:00,6
568,W21968,17669,2016-02-29 00:00:00-05:00,6
569,W21968,35999,2016-03-07 00:00:00-05:00,7
570,W21968,47511,2016-03-14 00:00:00-04:00,6
571,W21968,29367,2016-03-21 00:00:00-04:00,7
572,W21968,49445,2016-03-28 00:00:00-04:00,7
573,W21968,27645,2016-04-04 00:00:00-04:00,7
574,W21968,53976,2016-04-11 00:00:00-04:00,7
575,W21968,36483,2016-04-18 00:00:00-04:00,7
576,W21968,27063,2016-04-25 00:00:00-04:00,4
577,W21968,20926,2016-05-02 00:00:00-04:00,6
578,W21968,17958,2016-05-16 00:00:00-04:00,4
579,W21968,54357,2016-05-23 00:00:00-04:00,6
580,W21968,47345,2016-05-30 00:00:00-04:00,6
581,W21968,8565,2016-06-06 00:00:00-04:00,4
582,W21968,36606,2016-06-13 00:00:00-04:00,5
583,W21968,24250,2016-06-20 00:00:00-04:00,5
584,W21968,54738,2016-06-27 00:00:00-04:00,7
585,W21968,63237,2016-07-04 00:00:00-04:00,5
586,W21968,39916,2016-07-11 00:00:00-04:00,7
587,W21968,76787,2016-07-18 00:00:00-04:00,7
588,W21968,16486,2016-07-25 00:00:00-04:00,6
589,W21968,48252,2016-08-01 00:00:00-04:00,7
590,W21968,39863,2016-08-08 00:00:00-04:00,7
591,W21968,50179,2016-08-15 00:00:00-04:00,7
592,W21968,24802,2016-08-22 00:00:00-04:00,4
593,W21968,2436,2016-09-05 00:00:00-04:00,3
594,W21968,21444,2016-09-12 00:00:00-04:00,6
595,W21968,26190,2016-09-19 00:00:00-04:00,7
596,W21968,8223,2016-09-26 00:00:00-04:00,7
597,W21968,13082,2016-10-03 00:00:00-04:00,2
598,W21968,2961,2016-10-10 00:00:00-04:00,2
599,W21968,15549,2016-10-17 00:00:00-04:00,4
600,W21968,29861,2016-10-31 00:00:00-04:00,4
601,W21968,37959,2016-11-07 00:00:00-05:00,7
602,W21968,37334,2016-11-14 00:00:00-05:00,6
603,W21968,42812,2016-11-21 00:00:00-05:00,7
604,W21968,21459,2016-11-28 00:00:00-05:00,6
605,W21968,13916,2016-12-05 00:00:00-05:00,7
606,W21968,13371,2016-12-12 00:00:00-05:00,3
607,W21968,6215,2016-12-19 00:00:00-05:00,5
608,W21968,3640,2016-12-26 00:00:00-05:00,6
609,W21968,13470,2017-01-02 00:00:00-05:00,7
610,W21968,7086,2017-01-09 00:00:00-05:00,3
611,W21968,25995,2017-01-16 00:00:00-05:00,7
612,W21968,6680,2017-01-23 00:00:00-05:00,4
613,W21968,13495,2017-01-30 00:00:00-05:00,6
614,W21968,24250,2017-02-06 00:00:00-05:00,7
615,W21968,15182,2017-02-13 00:00:00-05:00,6
616,W21968,37023,2017-02-20 00:00:00-05:00,7
617,W21968,5913,2017-02-27 00:00:00-05:00,3
618,W21968,16105,2017-03-06 00:00:00-05:00,5
619,W21968,6038,2017-03-13 00:00:00-04:00,4
620,W21968,30578,2017-03-27 00:00:00-04:00,5
621,W21968,16689,2017-04-03 00:00:00-04:00,5
622,W21968,63785,2017-04-10 00:00:00-04:00,7
623,W21968,80184,2017-04-17 00:00:00-04:00,6
624,W21968,44045,2017-04-24 00:00:00-04:00,7
625,W21968,36413,2017-05-01 00:00:00-04:00,7
626,W21968,605,2017-05-08 00:00:00-04:00,2
627,W21968,2026,2017-05-22 00:00:00-04:00,3
628,W21968,25823,2017-05-29 00:00:00-04:00,4
629,W21968,40639,2017-06-05 00:00:00-04:00,7
630,W21968,66327,2017-06-12 00:00:00-04:00,7
631,W21968,43146,2017-06-19 00:00:00-04:00,7
632,W21968,12770,2017-06-26 00:00:00-04:00,6
633,W21968,32605,2017-07-03 00:00:00-04:00,7
634,W21968,42253,2017-07-10 00:00:00-04:00,6
635,W21968,49415,2017-07-17 00:00:00-04:00,7
636,W21968,24632,2017-07-24 00:00:00-04:00,7
637,W21968,10253,2017-07-31 00:00:00-04:00,3
638,W21968,20775,2017-08-21 00:00:00-04:00,4
639,W21968,36495,2017-08-28 00:00:00-04:00,5
640,W21968,60253,2017-09-04 00:00:00-04:00,7
641,W21968,45579,2017-09-11 00:00:00-04:00,7
642,W21968,31864,2017-09-18 00:00:00-04:00,7
643,W21968,27814,2017-09-25 00:00:00-04:00,4
644,W21968,19995,2017-10-02 00:00:00-04:00,4
645,W21968,9294,2017-10-16 00:00:00-04:00,6
646,W21968,28529,2017-10-23 00:00:00-04:00,6
647,W21968,21165,2017-10-30 00:00:00-04:00,5
648,W21968,12843,2017-11-06 00:00:00-05:00,5
649,W21968,23625,2017-11-13 00:00:00-05:00,6
650,W21968,1272,2017-12-04 00:00:00-05:00,1
651,W21968,11608,2017-12-11 00:00:00-05:00,5
652,W21968,18951,2017-12-18 00:00:00-05:00,5
653,W21968,3342,2017-12-25 00:00:00-05:00,4
654,W21968,2236,2018-01-01 00:00:00-05:00,3
655,W21968,10349,2018-01-08 00:00:00-05:00,6
656,W21968,16344,2018-01-15 00:00:00-05:00,5
657,W21968,1036,2018-01-22 00:00:00-05:00,3
658,W21968,4812,2018-01-29 00:00:00-05:00,5
659,W21968,10706,2018-02-05 00:00:00-05:00,7
660,W21968,26879,2018-02-12 00:00:00-05:00,7
661,W21968,20296,2018-02-19 00:00:00-05:00,6
662,W21968,12902,2018-02-26 00:00:00-05:00,5
663,W21968,25275,2018-03-05 00:00:00-05:00,7
664,W21968,30262,2018-03-12 00:00:00-04:00,7
665,W21968,14639,2018-03-19 00:00:00-04:00,6
666,W21968,35511,2018-03-26 00:00:00-04:00,7
667,W21968,47261,2018-04-02 00:00:00-04:00,7
668,W21968,21468,2018-04-09 00:00:00-04:00,6
669,W21968,26960,2018-04-16 00:00:00-04:00,7
670,W21968,1861,2018-04-23 00:00:00-04:00,1
671,W21968,38965,2018-04-30 00:00:00-04:00,5
672,W21968,22794,2018-05-07 00:00:00-04:00,6
673,W21968,28769,2018-05-14 00:00:00-04:00,6
674,W21968,3195,2018-05-21 00:00:00-04:00,2
675,W21968,9881,2018-05-28 00:00:00-04:00,5
676,W21968,49031,2018-06-04 00:00:00-04:00,5
677,W21968,80728,2018-06-11 00:00:00-04:00,5
678,W21968,26774,2018-06-18 00:00:00-04:00,4
679,W21968,35372,2018-06-25 00:00:00-04:00,7
680,W21968,60565,2018-07-02 00:00:00-04:00,7
681,W21968,8270,2018-07-09 00:00:00-04:00,4
682,W21968,44334,2018-07-16 00:00:00-04:00,5
683,W21968,37510,2018-07-23 00:00:00-04:00,5
684,W21968,83789,2018-07-30 00:00:00-04:00,5
685,W21968,65465,2018-08-06 00:00:00-04:00,7
686,W21968,93168,2018-08-13 00:00:00-04:00,6
687,W21968,87561,2018-08-20 00:00:00-04:00,7
688,W21968,63603,2018-08-27 00:00:00-04:00,7
689,W21968,19216,2018-09-03 00:00:00-04:00,6
690,W21968,49306,2018-09-10 00:00:00-04:00,7
691,W21968,60795,2018-09-17 00:00:00-04:00,6
692,W21968,488,2018-09-24 00:00:00-04:00,1
